question_id,question,option_A,option_B,option_C,option_D,correct_option,correct_text
231283,Câu 5: The purpose of the survey was to ___ the inspectors with local conditions.,A inform,B acquaint,C instruct,D notify,,acquaint
231284,Câu 6: The construction of the new road is ___ winning the support of local presidents.,A thanks to,B reliant on,C dependent on,D responsible to,C,dependent on
231285,"Câu 7: “But son,” I told him, “you’re my own ___.”",A heart to heart,B body and soul,C flesh and blood,D skin and bone,C,flesh and blood
231286,"Câu 8: The dealer wanted £400, I wanted to pay £300, and we finally agreed to ___ the difference.",A divide,B split,C drop,D decrease,B,split
231287,Câu 9: Whether the sports club survives is a matter of complete __ to me.,A disinterest,B importance,C indifference,D interest,A,disinterest
231288,Câu 10: It is regretted that there can be no ___ to this rule.,A exclusion,B alternative,C exception,D deviation,C,exception
231289,Câu 11: Petrol in this country is so expensive ___ we use public transport as much as possible.,A then,B that,C thus,D than,B,that
231290,Câu 12: We all feel that his jokes about immigrants were in very poor ___.,A form,B view,C feeling,D taste,D,taste
231291,Câu 13: Have you taken ___ in a single word I’ve been saying to you?,A in,B over,C up,D off,A,in
231292,Câu 14: The life of a spy is ___ with danger.,A fraught,B intense,C stressful,D heavy,A,fraught
231293,Câu 15: The police set a ___ to catch the thieves.,A plan,B device,C snare,D trap,A,plan
231294,Câu 16: The union advised its members to resume ___ working.,A regular,B ordinary,C normal,D usual,C,normal
231295,"Câu 17: ___ I realised the consequences, I would never have contemplated getting involved.",A Had,B If,C When,D Unless,A,Had
231296,Câu 18: He ___ a policeman; he’s much too short.,A can’t be,B must be,C looks like,D should be,,can’t be
231297,Câu 19: She ___ the answer in his ear so nobody else could hear.,A told,B shouted,C whispered,D confessed,C,whispered
231298,Câu 20: His roses won first ___ in the local flower competition.,A cup,B price,C prize,D reward,C,prize
231259,Câu 1: He completely ___ with what I said.,A admitted,B agreed,C accepted,D argued,B,agreed
231260,"Câu 2: For elderly people, one of the problems ___ by rising prices is the continual increase in heating bills.",A given,B posed,C pressed,D forced,B,posed
231261,Câu 3: I don’t see any ___ in arriving early at the theatre if the show doesn’t start until 9 o’clock.,A cause,B aim,C point,D reason,C,point
231262,Câu 4: This man is so arrogant that he is completely ___ to all criticism.,A impervious,B unaware,C regardless,D unconscious,A,impervious
231263,Câu 5: He filled in the necessary forms and ___ for the job.,A appealed,B asked,C requested,D applied,D,applied
231264,Câu 6: I heard the sound of the blind man ___ with his stick.,A creaking,B ticking,C tapping,D rapping,D,rapping
231265,Câu 7: Give me a word ___ with S.,A beginning,B begins,C began,D begin,A,beginning
231266,Câu 8:The train ___ the bay and then turned inland for twenty miles.,A coasted,B skirted,C glided,D sided,B,skirted
231267,Câu 9: The lake contained ___ thousands of fish.,A much,B one,C many,D few,C,many
231268,Câu 10: The Director’s personality was undoubtedly a ___ in the company’s success.,A feature,B individual,C factor,D cause,C,factor
231269,"Câu 11: He missed the lecture, so I lent him my notes ___.",A after,B afterwards,C at last,D finally,B,afterwards
231270,"Câu 12: After the theft of his car he put in an insurance ___ for $3,000.",A account,B invoice,C assessment,D claim,D,claim
231271,Câu 13: His answer was so confused that I could hardly make any ___ of it at all.,A interpretation,B application,C meaning,D sense,D,sense
231272,Câu 14: His failure ___ great disappointment to his parents.,A forced,B made,C caused,D provided,,caused
231273,"Câu 15: In the legal profession, men ___ women by five to one.",A outnumber,B supersede,C overcome,D outclass,A,outnumber
231274,Câu 16: The accused was given a short sentence as he had committed only a ___ offence.,A subordinate,B minimal,C secondary,D minor,D,minor
231275,Câu 17: By the age of twenty-five he had ___ his ambition of becoming a pianist.,A reached,B completed,C achieved,D obtained,,achieved
231276,"Câu 18: ___ some countries have ruined their agriculture, squandering money on uneconomic factories, the Ivory Coast has stuck to what it is good at.",A After,B During,C When,D While,D,While
231277,Câu 19: I’m just as ___ as you are to make this company successful.,A dedicated,B serious,C wilful,D determined,D,determined
231278,Câu 20: There is no evidence that any member of the Government is ___ in the current scandals.,A connected,B corrupted,C participated,D implicated,D,implicated
226606,Câu 1: If you want to have a pet you must be ready to look ___ it for several years.,A. at,B. for,C. over,D. after,D,after
226607,Câu 2: Sport provides an ___ for a teenager’s feeling of aggression or frustration.,A. overflow,B. exit,C. outlet,D. exhaust,C,outlet
226608,"Câu 3: I’m sorry, I haven’t got ___ change. Why don’t you try the bank?",A. some,B. lots,C. any,D. all,C,any
226609,Câu 4: A relief ___ has been set up to help earthquake victims.,A. fund,B. donation,C. treasury,D. collection,A,fund
226610,Câu 5: It was difficult to guess what her ___ to the news would be.,A. feelings,B. reaction,C. capital,D. opinion,B,reaction
226611,Câu 6: The train will be leaving in five minutes so you ___ better hurry up.,A. had,B. should,C. will,D. would,A,had
226612,Câu 7: Newspapers vary greatly in their ___ to the government.,A. opinion,B. view,C. attitude,D. bias,C,attitude
226613,Câu 8: Our salesmen normally ___ their travel expenses from the company once a month.,A. settle,B. reimburse,C. cover,D. claim,D,claim
226614,Câu 9: He kept his job ___ the manager had threatened to sack him.,A. despite,B. unless,C. even,D. although,D,although
226615,Câu 10: By going in person to the office which ___ the forms she was able to get what she wanted.,A. controlled,B. offered,C. disseminated,D. issued,D,issued
226616,Câu 11: Don’t forget to ___ the inspectors with local conditions.,A. inform,B. acquaint,C. instruct,D. notify,,acquaint
226617,Câu 12: The company directors asked the government to ___ in the dispute and prevent a strike.,A. intervene,B. interact,C. intercept,D. interpose,A,intervene
226618,Câu 13: Some people think it is ___ to use long and little-known words.,A. clever,B. intentional,C. skilled,D. sensitive,B,intentional
226619,Câu 14: You will become ill ___ you stop working so hard.,A. until,B. when,C. unless,D. if,C,unless
226620,Câu 15: I am ___ tired to think about that problem at the moment.,A. simply,B. nearly,C. far too,D. much more,C,far too
226621,Câu 16: My doctor ___ me to take up swimming as it is such good exercise.,A. suggested,B. proposed,C. advised,D. said,,advised
226622,"Câu 17: This travel guide is very useful, but it does not ___ to cover every aspect of the country.",A. claim,B. announce,C. state,D. expect,A,claim
226623,Câu 18: Do very young children really ___ foreign travel?,A. appreciate,B. benefit,C. delight,D. evaluate,A,appreciate
226624,Câu 19: On ___ to power the new President announced a programme of social reforms.,A. arriving,B. reaching,C. achieving,D. coming,D,coming
226625,Câu 20: The teacher's job is not only to ___ students with facts but also to inspire them to think critically.,A. inform,B. acquaint,C. instruct,D. notify,C,instruct
226586,"Câu 1: After a lot of difficulty, he ___ to open the door.",A. managed,B. succeeded,C. obtained,D. realised,A,managed
226587,Câu 2: The football match was so dull that most of the ___ left at half-time.,A. audience,B. crowd,C. onlookers,D. viewers,A,audience
226588,Câu 3: He ___ me to believe that they had left the district.,A. made,B. led,C. assured,D. confirmed,C,assured
226589,Câu 4: Don’t hurry! There’s no need ___ .,A. running,B. to run,C. run,D. you run,B,to run
226590,Câu 5: Visitors are ___ to beware of pickpockets.,A. commanded,B. informed,C. notified,D. advised,,advised
226591,Câu 6: These figures show a ___ in the number of unemployed people in England and Wales.,A. loss,B. lessening,C. reduction,D. lowering,C,reduction
226592,Câu 7: John’s father ordered ___ not to stay out late again.,A. him,B. to him,C. that he,D. for him,A,him
226593,Câu 8: He didn’t know anyone at the wedding ___ than the bride and groom.,A. except,B. other,C. apart,D. rather,B,other
226594,Câu 9: I have no ___ for people that can’t look after themselves.,A. care,B. pity,C. regard,D. sympathy,D,sympathy
226595,Câu 10: The burglar ___ to open a window at the back of the house.,A. succeeded,B. managed,C. forced,D. discovered,B,managed
226596,Câu 11: He’s determined to finish the job ___ long it takes.,A. whatever,B. whenever,C. however,D. no matter,C,however
226597,Câu 12: The water company will have to ___ off water supplies while repairs to the pipes are carried out.,A. cut,B. take,C. break,D. set,A,cut
226598,"Câu 13: After a long and exhausting journey, they arrived home ___ .",A. finally,B. by the end,C. at the end,D. at last,D,at last
226599,"Câu 14: Though badly damaged by fire, the palace was eventually ___ to its original splendour.",A. repaired,B. renewed,C. restored,D. renovated,C,restored
226600,Câu 15: The situation has ___ considerably since the New Year.,A. decreased,B. lessened,C. lowered,D. worsened,D,worsened
226601,Câu 16: Dave and I have ___ to meet at the bus station at 9 o’clock.,A. confirmed,B. combined,C. appointed,D. arranged,D,arranged
226602,"Câu 17: The students were slow to catch ___ , but gradually they began to understand.",A. in,B. on,C. away,D. out,B,on
226603,Câu 18: There is ___ to be a fortune on the sea-bed nearby.,A. told,B. whispered,C. rumoured,D. written,C,rumoured
226604,Câu 19: She refused to eat meat under any ___ .,A. circumstances,B. occasion,C. opportunity,D. reason,A,circumstances
226605,Câu 20: I should be most grateful if you’d give me a ___ of this new typewriter.,A. demonstration,B. display,C. manifestation,D. showing,A,demonstration
200418,Câu 1.,A. are,B. am,C. am being,D. are being,A,are
200419,Câu 2.,A. wears,B. is wearing,C. wear,D. are wearing,B,is wearing
200420,Câu 3.,A. stands,B. standing,C. stand,,B,standing
200421,Câu 4.,A. drinks,B. is drinking,C. drink,D. are drinking,D,are drinking
200422,Câu 5.,A. dances,B. is dancing,C. dance,D. are dancing,D,are dancing
200423,Câu 6.,A. sits,B. is sitting,C. sit,D. are sitting,D,are sitting
200424,Câu 7.,A. enjoys,B. enjoying,C. enjoy,,B,enjoying
200425,Câu 8.,A. chats,B. chatting,C. chat,,B,chatting
200426,Câu 9.,A. goes,B. is going,C. go,D. are going,C,go
200427,Câu 10.,A. dresses,B. is dressing,C. dress,D. are dressing,C,dress
200428,Câu 11.,A. travels,B. traveling,C. travel,,C,travel
200429,Câu 12.,A. makes,B. is making,C. are making,D. make,D,make
200261,Câu 1. What _____ for dinner?,A. do you usually have,B. are you usually having,C. are you usually going to have,D. does you usually have,,
200262,Câu 2. The population of China _____ more and more.,A. increases,B. increase,C. is increasing,D. are increasing,,
200263,Câu 3. Listen! The teacher _____,A. speaks,B. is speaking,C. speak,D. are speaking,,
200264,Câu 4. I _____ to school by bus every day.,A. goes,B. am going,C. go,D. is going,,
200265,Câu 5. I _____ drinking apple juice.,A. like,B. am liking,C. likes,,,
200266,"Câu 6. My brother often goes to school by bus, but today he _____ to school by bike.",A. goes,B. is going,C. go,D. are going,,
200267,Câu 7. They _____ with us at the moment.,A. is staying,B. staying,C. stay,D. are staying,,
200268,Câu 8. _____ Peter _____ Mary?,A. Does – know,B. Is – knowing,C. Does – knows,D. Do – knows,,
200269,Câu 9. I usually _____ shopping with my mother on Sundays.,A. am going,B. goes,C. go,D. is going,,
200270,"Câu 10. I _____ for a bicycle, but I can’t find anything good.",A. am looking,B. look,C. looks,D. is looking,,
200271,Câu 11. Look! He (leave) _____ the house.,A. leaves,B. is leaving,C. leave,D. are leaving,,
200272,Câu 12. Quiet please! I (write) _____ a test.,A. write,B. am writing,C. writes,D. is writing,,
200273,Câu 13. She usually (walk) _____ to school.,B. is walking,C. walk,D. are walking,,,
200274,Câu 14. But look! Today she (go) _____ by bike.,A. goes,B. is going,C. go,D. are going,,
200275,Câu 15. Every Sunday we (go) _____ to see my grandparents.,A. is going,B. are going,C. goes,D. go,,
200276,Câu 16. He often (go) _____ to the cinema.,A. is going,B. goes,C. go,D. are going,,
200277,Câu 17. We (play) _____ Monopoly at the moment.,A. play,B. are playing,C. plays,D. is playing,,
200278,Câu 18. The child seldom (cry) _____,A. cry,B. is crying,C. cries,D. are crying,,
200279,Câu 19. I (not/ do) _____ anything at the moment.,A. do not,B. am not doing,C. does not,D. isn’t doing,,
200280,Câu 20. (watch/ he) _____ the news regularly?,A. Are he watching,B. Is he watching,C. Do he watch,D. Does he watch,,
200251,"Câu 1. If we __________ the window yesterday, it __________ so cold in here.",A. had closed / would not have been,B. closed / were not,C. have closed / had not been,D. closed / had not been,A,had closed / would not have been
200252,"Câu 2. If the lady __________ the boy, he _________ into the van.",A. have not stopped / could have ran,B. had not stopped / would have run,C. has not stopped / has run,D. had not stopped / could have ran,B,had not stopped / would have run
200253,Câu 3. The dog ________ you if you ________ teased him.,A. had not attacked / hadn’t teased,B. would not have attacked / had not tease,C. will not attack / have not teased,D. would not have attacked / hadn’t teased,D,would not have attacked / hadn’t teased
200254,"Câu 4. If they __________ a new tent, they__________ wet during the night.",A. had buyed / would not got,B. had bought / had not gotten,C. has bought / might not have gotten,D. had bought / might not have gotten,D,had bought / might not have gotten
200255,Câu 5. The computer __________ so often if __________ it.,A. had not crashed / Larry tested,B. might not have crashed / had tested,C. might not have crashed / have tested,D. crashed not / had tested,B,might not have crashed / had tested
200256,"Câu 6. If she __________ me, I __________ her from the airport.",A. told / will collect,B. had told / would collect,C. had told/ would have collected,D. tells / would have collected,C,had told/ would have collected
200257,Câu 7. Your friends __________ at you if you __________ your hair.,A. wouldn’t have laughed / ’d combed,B. hadn’t laughed / have combed,C. won’t laugh / ’s combed,D. hadn’t laughed / ’d combed,A,wouldn’t have laughed / ’d combed
200258,"Câu 8. If the men __________ the batteries, they 999 enough power for their laptops.",A. had recharged / will have had,B. ’d recharge / would have had,C. recharged / would had,D. had recharged / would have had,D,had recharged / would have had
200259,Câu 9. He ________ the plane if he __________.,A. ‘d have caught / has hurried,B. ‘d have caught/ ‘d hurried.,C. would caught / ’d hurried,D. should caught / ’d have hurried,B,‘d have caught/ ‘d hurried.
200260,"Câu 10. If you ____________ down the volume of your stereo, the neighbours would not have complained.",A. turned,B. ’d turned,C. have turned,D. would not have turn,B,’d turned
200231,Câu 1. Which sentence is in the active voice?,A. a) The cake was eaten by Mary.,B. b) The flowers were watered every morning.,C. c) Sarah baked a cake for the party.,D. d) The book was written by Mark Twain.,C,c) Sarah baked a cake for the party.
200232,Câu 2. Choose the sentence in the active voice:,A. a) The door was opened by John.,B. b) A new computer was bought by my father.,C. c) She was given a present by her friend.,D. d) Jack was helped by the teacher.,D,d) Jack was helped by the teacher.
200233,Câu 3. Identify the active voice sentence:,A. a) The film was watched by the students.,B. b) The chef was impressed by the taste of the dish.,C. c) John painted the fence yesterday.,D. d) The house was cleaned by the maid.,C,c) John painted the fence yesterday.
200234,Câu 4. Choose the sentence that is NOT in the active voice:,A. a) Sarah washed the dishes after dinner.,B. b) The report was written by the manager.,C. c) The song was sung beautifully by the choir.,D. d) A letter was received by Tom yesterday.,A,a) Sarah washed the dishes after dinner.
200235,Câu 5. Which sentence is active?,A. a) The proposal was approved by the committee.,B. b) The cat was fed by my sister.,C. c) The children were entertained by the magician.,D. d) Mark was congratulated on his promotion.,C,c) The children were entertained by the magician.
200236,Câu 6. Select the active voice sentence:,A. a) The painting was admired by everyone.,B. b) The computer was repaired by the technician.,C. c) The book was read by me last night.,D. d) A message was sent to her by him.,B,b) The computer was repaired by the technician.
200237,Câu 7. Identify the active voice sentence:,A. a) The door was closed by Peter.,B. b) The marathon was completed by the runner.,C. c) The cake was decorated by Martha.,D. d) The meeting was attended by all employees.,B,b) The marathon was completed by the runner.
200238,Câu 8. Choose the sentence in the active voice:,A. a) The movie tickets were bought by Susan.,B. b) The problem was solved by the team.,C. c) A new song was written by the singer.,D. d) The keys were lost by the children.,B,b) The problem was solved by the team.
200239,Câu 9. Which sentence is in the active voice?,A. a) The bicycle was repaired by Sam.,B. b) The novel was written by Jane Austen.,C. c) The poem was recited by the student.,D. d) A gift was given to her by him.,B,b) The novel was written by Jane Austen.
200240,Câu 10. Identify the active voice sentence:,A. a) The presentation was prepared by the interns.,B. b) The garden was tended by the gardener.,C. c) The bridge was built by engineers.,D. d) The project was completed on time.,A,a) The presentation was prepared by the interns.
200241,Câu 11. Choose the sentence in the active voice:,A. a) The mistake was made by Sarah.,B. b) The cake was baked by Emily.,C. c) The package was delivered by the mailman.,D. d) The speech was given by the president.,A,a) The mistake was made by Sarah.
200242,Câu 12. Select the active voice sentence:,A. a) The letter was written by my sister.,B. b) The car was washed by the boys.,C. c) The tickets were bought by us.,D. d) The tree was planted by the gardener.,B,b) The car was washed by the boys.
200243,Câu 13. Identify the active voice sentence:,A. a) The treasure was discovered by pirates.,B. b) The mountain was climbed by the adventurers.,C. c) The dinner was cooked by Mom.,D. d) The paper was written by the student.,B,b) The mountain was climbed by the adventurers.
200244,Câu 14. Choose the sentence in the active voice:,A. a) The message was received by Lucy.,B. b) The building was demolished by the workers.,C. c) The cake was eaten by the children.,D. d) The play was performed by the actors.,B,b) The building was demolished by the workers.
200245,Câu 15. Which sentence is in the active voice?,A. a) The book was borrowed from the library.,B. b) The song was sung by the famous singer.,C. c) The door was opened by the wind.,D. d) The team won the match.,D,d) The team won the match.
200246,Câu 16. Identify the active voice sentence:,A. a) The letter was posted by Tom.,B. b) The house was cleaned by the maid.,C. c) The cookies were baked by Grandma.,D. d) The movie was watched by the family.,C,c) The cookies were baked by Grandma.
200247,Câu 17. Choose the sentence in the active voice:,A. a) The novel was read by Sara.,B. b) The poem was written by William Shakespeare.,C. c) The house was painted by the painters.,D. d) The cake was decorated by Sally.,A,a) The novel was read by Sara.
200248,Câu 18. Which sentence is in the active voice?,A. a) The alarm clock was set by John.,B. b) The news was broadcasted on TV.,C. c) The test was taken by the students.,D. d) The fire was extinguished by the firefighters.,C,c) The test was taken by the students.
200249,Câu 19. Identify the active voice sentence:,A. a) The play was enjoyed by the audience.,B. b) The package was delivered by the courier.,C. c) The picture was taken by the photographer.,D. d) The bridge was constructed by the engineers.,B,b) The package was delivered by the courier.
200250,Câu 20. Choose the sentence in the active voice:,A. a) The window was broken by the storm.,B. b) The letter was written by Sarah.,C. c) The song was sung by a famous singer.,D. d) The project was completed by the team.,A,a) The window was broken by the storm.
200201,Câu 1. The preparation______ by the time the guest______,A. had been finished- arrived,B. have finished- arrived,C. had finished-were arriving,D. have been finished- were arrived,,
200202,Câu 2. The boy_________ by the teacher yesterday.,A. punish,B. punished,C. punishing,D. was punished,,
200203,"Câu 3. “Ms Jones, please type those letters before noon” “They’ve already _____, sir. They’re on your desk.”",A. typed,B. been being typed,C. being typed,D. been typed,,
200204,Câu 4. Sarah is wearing a blouse. It___________ of cotton.,A. be made,B. are made,C. is made,D. made,,
200205,Câu 5. They had a boy _________ that yesterday.,A. done,B. to do,C. did,D. do,,
200206,Câu 6. We got our mail _________ yesterday.,A. been delivered,B. delivered,C. delivering,D. to deliver,,
200207,Câu 7. James __________ the news as soon as possible.,A. should tell,B. should be told,C. should told,D. should be telled,,
200208,Câu 8. My wedding ring _________ yellow and white gold.,A. is made,B. is making,C. made,D. make,,
200209,Câu 9. Mr. Wilson is _________ as Willie to his friend.,A. known,B. knew,C. is known,D. know,,
200210,Câu 10. References _________ in the examination room.,A. not are used,B. is not used,C. didn’t used,D. are not used,,
200211,Câu 11. Laura _________ in Boston.,A. are born,B. were born,C. was born,D. born,,
200212,Câu 12. His car needs _________,A. be fixed,B. fixing,C. to be fixing,D. fixed,,
200213,Câu 13. Her watch needs _________.,A. repairing,B. to be repaired,C. repaired,D. A and B,,
200214,Câu 14. My mother is going _________ this house.,A. sold,B. sell,C. to be sold,D. to sell,,
200215,Câu 15. There’s somebody behind us. I think we are _________.,A. being followed,B. are followed,C. follow,D. following,,
200216,Câu 16. Have you _________ by a dog?,A. bite,B. bit,C. ever been bitten,D. ever been bit,,
200217,Câu 17. The room is being _________ at the moment.,A. was cleaned,B. cleaned,C. cleaning,D. clean,,
200218,Câu 18. It _________ that the strike will end soon.,A. is expected,B. expected,C. are expected,D. was expected,,
200219,Câu 19. It is _________ that many people are homeless after the floods.,A. was reported,B. reports,C. reported,D. reporting,,
200220,Câu 20. He was said _________ this building.,A. designing,B. to have designed,C. to design,D. designed,,
200221,Câu 21. Ted _________ by a bee while he was sitting in the garden.,A. got sting,B. got stung,C. get stung,D. gets stung,,
200222,Câu 22. These tennis courts don’t _________ very often. Not many people want to play.,A. got used,B. used,C. get used,D. get use,,
200223,Câu 23. I’ll get Minh _________ this for you.,A. do,B. done,C. did,D. to do,,
200224,Câu 24. Those letters _________ now. You can do the typing later.,A. need typing,B. needn't be typed,C. need to type,D. D . needn't typing,,
200225,"Câu 25. “What a beautiful dress you are wearing”- “thanks, it_________ especially for me by a French tailor.”",A. is made,B. has made,C. made,D. was made,,
200226,Câu 26. Somebody cleans the room every day.,A. The room everyday is cleaned.,B. The room is every day cleaned.,C. The room is cleaned every day.,D. The room is cleaned by somebody every day.,,
200227,Câu 27. People don’t use this road very often.,A. This road is not used very often.,B. Not very often this road is not used.,C. This road very often is not used.,D. This road not very often is used.,,
200228,Câu 28. How do people learn languages?,A. How are languages learned?,B. How are languages learned by people?,C. How languages are learned?,D. Languages are learned how?,,
200229,"Câu 29. Over 1500 new houses _______ each year. Last year, 1720 new houses _______.",A. were built / were built,B. are built / were built,C. are building / were built,D. were built / were being built,,
200230,Câu 30. Tom bought that book yesterday.,A. That book was bought by Tom yesterday.,B. That book was bought yesterday by Tom.,C. That book yesterday was bought by Tom.,D. That book was bought yesterday.,,
200181,Câu 1. All bottles _________ before transportation.,A. frozen,B. is frozen,C. was frozen,D. were frozen,D,were frozen
200182,Câu 2. Everything that _________ remained a secret.,A. had be overheard,B. had been overheard,C. had been overheared,D. would had been overheard,B,had been overheard
200183,Câu 3. Everything ___________.,A. were forbidden,B. is forbidden,C. is forbidded,D. are forbidden,B,is forbidden
200184,Câu 4. Everything___________________________.,A. are going to be forgotten,B. is going to be forgotten,C. is going to be forgot,D. were going to be forgotten,B,is going to be forgotten
200185,Câu 5. I___________________________.,A. have not given the money,B. have not been given the money,C. have not been give the money,D. have not be given the money,B,have not been given the money
200186,Câu 6. It _______ for years.,A. has not been known,B. had not been known,C. had not be known,D. have not been known,A,has not been known
200187,Câu 7. It _________ that learning English is easy.,A. are said,B. said,C. is said,D. is sayed,C,is said
200188,Câu 8. John and Ann___________________________.,A. were not mislead,B. were not misleeded,C. was not misled,D. were not misled,D,were not misled
200189,Câu 9. Our horses ________.,A. are well feeded,B. are well fed,C. is well fed,D. is well feeded,B,are well fed
200190,Câu 10. Peter and Tom _________ in an accident yesterday.,A. is hurt,B. is hurted,C. were hurt,D. were hurted,C,were hurt
200191,Câu 11. South Florida and HawaiI _________ by a hurricane.,A. is hit,B. have been hit,C. have are hit,D. has been hit,B,have been hit
